order_id,delivery_id,invoice_id,delivery_date,invoice_date,delivery_status,invoice_status,ordered_cases,confirmed_cases,delivered_cases,invoice_value,return_cases,return_reason,proof_of_delivery,payment_status
SO101141,DLV343414,INV791134,2026-02-02,2026-02-02,Partially Delivered,Invoiced,39,39,14,33884.81,0,,Yes,Partially Paid
SO101142,DLV439165,INV794970,2026-03-12,2026-03-14,Delivered,Invoiced,17,17,17,52514.5,0,,Yes,Partially Paid
SO101143,DLV453727,,2026-01-08,,Delivered,Not Invoiced,46,46,46,0.0,0,,Yes,
SO101144,DLV373919,INV736318,2026-02-14,2026-02-17,Delivered,Invoiced,16,15,15,42681.84,0,,Yes,Overdue
SO101145,DLV390089,INV816351,2026-03-29,2026-03-30,Delivered,Invoiced,48,48,48,272018.0,0,,Yes,Paid
SO101146,DLV465689,INV884032,2026-02-17,2026-02-18,Delivered,Invoiced,6,6,6,11664.0,0,,Yes,Unpaid
SO101147,DLV343785,INV820607,2026-01-11,2026-01-12,Delivered,Partially Invoiced,19,16,16,48820.97,0,,No,Paid
SO101148,DLV381756,INV705343,2026-03-26,2026-03-28,Delivered,Invoiced,292,292,292,892452.0,0,,Yes,Paid
SO101149,DLV412614,INV726642,2026-01-13,2026-01-15,Delivered,Invoiced,24,24,24,51273.6,0,,Yes,Partially Paid
SO101150,,,,,Not Delivered,Not Invoiced,15,15,0,0.0,0,,,
SO101151,DLV408429,INV779078,2026-02-20,2026-02-21,Delivered,Invoiced,15,15,15,34581.2,0,,Yes,Paid
SO101152,DLV415238,INV827311,2026-02-20,2026-02-21,Delivered,Invoiced,1,1,1,3904.5,0,,Yes,Paid
SO101153,DLV374545,INV868859,2026-01-03,2026-01-04,Delivered,Invoiced,37,37,37,147359.0,0,,Yes,Paid
SO101154,DLV411005,INV741215,2026-03-13,2026-03-13,Delivered,Invoiced,7,7,7,13034.0,0,,Yes,Unpaid
SO101155,DLV342157,INV863390,2026-02-25,2026-02-25,Delivered,Invoiced,15,15,15,40193.0,0,,Yes,Paid
SO101156,DLV317940,INV768412,2026-04-23,2026-04-24,Delivered,Invoiced,28,28,28,105400.6,0,,Yes,Paid
SO101157,,,,,Not Delivered,Not Invoiced,28,28,0,0.0,0,,,
SO101158,DLV373745,INV863042,2026-03-02,2026-03-03,Delivered,Invoiced,28,28,28,67342.0,0,,Yes,Paid
SO101159,DLV331822,INV763129,2026-01-20,2026-01-23,Delivered,Invoiced,23,23,23,103192.8,0,,Pending,Paid
SO101160,DLV444296,INV718652,2026-01-04,2026-01-07,Delivered,Invoiced,25,25,25,101781.0,0,,Pending,Partially Paid
SO101161,DLV366666,INV732569,2026-05-02,2026-05-02,Delivered,Invoiced,35,35,35,158551.07,0,,Pending,Partially Paid
SO101162,DLV395604,INV724186,2026-04-14,2026-04-15,Delivered,Invoiced,42,42,42,160920.0,0,,Yes,Unpaid
SO101163,,,,,Not Delivered,Not Invoiced,122,122,0,0.0,0,,,
SO101164,DLV462977,INV871841,2026-05-22,2026-05-23,Delivered,Cancelled Invoice,15,15,15,40230.0,0,,Yes,
SO101165,DLV457467,INV833601,2026-03-26,2026-03-27,Partially Delivered,Invoiced,46,46,17,75406.97,0,,Pending,Paid
SO101166,DLV335989,INV763294,2026-06-09,2026-06-10,Delivered,Invoiced,15,10,10,17800.0,0,,Yes,Unpaid
SO101167,DLV431213,INV724833,2026-04-03,2026-04-06,Delivered,Invoiced,35,27,27,89532.62,0,,Yes,Paid
SO101168,DLV314360,INV783031,2026-03-14,2026-03-15,Partially Delivered,Partially Invoiced,63,63,39,115423.97,0,,Yes,Partially Paid
SO101169,DLV406926,INV848858,2026-05-09,2026-05-11,Partially Delivered,Invoiced,100,100,40,116278.72,0,,Yes,Paid
SO101170,DLV311882,,2026-03-28,,Partially Delivered,Not Invoiced,72,63,31,0.0,0,,Yes,
SO101171,DLV452281,INV895615,2026-02-26,2026-02-28,Delivered,Invoiced,70,55,74,211866.76,0,,Yes,Unpaid
SO101172,DLV346640,INV702175,2026-03-11,2026-03-12,Delivered,Invoiced,89,89,89,348301.6,0,,Pending,Paid
SO101173,,,,,Not Delivered,Not Invoiced,9,9,0,0.0,0,,,
SO101174,DLV493857,INV714441,2026-01-07,2026-01-07,Delivered,Cancelled Invoice,29,29,29,93108.0,0,,Yes,
SO101175,,,,,Not Delivered,Not Invoiced,118,103,0,0.0,0,,,
SO101176,DLV321730,INV739873,2026-01-15,2026-01-17,Delivered,Invoiced,54,45,45,80949.17,0,,Yes,Partially Paid
SO101177,DLV472116,INV727647,2026-01-14,2026-01-16,Partially Delivered,Invoiced,28,28,14,46951.65,0,,Yes,Paid
SO101178,DLV310205,INV759572,2026-06-03,2026-06-05,Delivered,Invoiced,276,265,265,1545322.61,0,,Yes,Paid
SO101179,DLV314767,INV746299,2026-03-04,2026-03-07,Delivered,Invoiced,22,22,22,139834.8,0,,Yes,Partially Paid
SO101180,DLV322448,INV838854,2026-02-21,2026-02-21,Delivered,Invoiced,4,2,2,10450.0,0,,Pending,Paid
SO101181,DLV321137,INV878387,2026-06-02,2026-06-03,Delivered,Invoiced,36,36,36,85300.5,1,Expired/near expiry,Yes,Unpaid
SO101182,DLV409973,INV823820,2026-02-19,2026-02-19,Delivered,Invoiced,30,30,30,83510.4,0,,Yes,Paid
SO101183,,,,,Not Delivered,Not Invoiced,6,6,0,0.0,0,,,
SO101184,DLV306993,INV832667,2026-04-25,2026-04-25,Delivered,Invoiced,172,151,151,343726.57,0,,Yes,Unpaid
SO101185,DLV331230,INV896845,2026-01-15,2026-01-16,Delivered,Invoiced,248,248,248,419795.2,0,,Pending,Paid
SO101186,,,,,Not Delivered,Not Invoiced,26,21,0,0.0,0,,,
SO101187,DLV385641,INV873278,2026-05-10,2026-05-12,Delivered,Partially Invoiced,23,23,23,52347.5,2,Damaged bottles,Yes,Paid
SO101188,DLV349159,INV863870,2026-02-26,2026-02-21,Partially Delivered,Invoiced,10,10,8,30720.0,0,,Yes,Paid
SO101189,DLV489739,INV871084,2026-05-22,2026-05-23,Delivered,Invoiced,48,48,48,142864.9,0,,Yes,Paid
SO101190,DLV333790,INV802732,2026-02-07,2026-02-08,Delivered,Invoiced,26,26,26,87336.2,0,,Yes,Paid
SO101191,DLV364039,INV727700,2026-04-07,2026-04-10,Partially Delivered,Invoiced,71,71,40,142516.96,0,,Yes,Unpaid
SO101192,DLV350925,INV711206,2026-04-05,2026-04-08,Delivered,Invoiced,13,13,13,34456.5,0,,Yes,Paid
SO101193,DLV395960,INV870917,2026-05-05,2026-05-06,Partially Delivered,Invoiced,12,11,4,7996.67,0,,Yes,Paid
SO101194,DLV463117,INV707758,2026-03-09,2026-03-10,Delivered,Invoiced,77,77,77,256049.5,0,,Yes,Overdue
SO101195,DLV311687,INV701396,2026-01-01,2026-01-03,Delivered,Invoiced,397,357,357,1089370.66,0,,Yes,Unpaid
SO101196,DLV427764,INV715217,2026-02-27,2026-03-01,Delivered,Invoiced,43,43,43,113215.4,0,,Yes,Paid
SO101197,DLV337578,INV710621,2026-03-22,2026-03-23,Delivered,Invoiced,20,8,8,28120.0,0,,Yes,Paid
SO101198,DLV396207,INV792508,2026-04-08,2026-04-08,Delivered,Cancelled Invoice,98,98,98,181832.0,0,,Yes,
SO101199,DLV443223,INV833859,2026-03-21,2026-03-21,Delivered,Invoiced,40,40,40,100503.1,5,Short delivery claim,Yes,Overdue
SO101200,DLV494164,INV748782,2026-03-23,2026-03-25,Delivered,Invoiced,14,14,14,27759.0,0,,Yes,Overdue
SO101201,DLV395080,INV712583,2026-05-06,2026-05-06,Delivered,Invoiced,27,24,24,75294.93,0,,Yes,Paid
SO101202,DLV334299,INV863931,2026-01-10,2026-01-11,Delivered,Partially Invoiced,13,6,6,11545.08,0,,Yes,Paid
SO101203,DLV481291,INV793413,2026-03-19,2026-03-22,Delivered,Invoiced,173,173,173,578737.2,0,,Yes,Unpaid
SO101204,DLV311675,INV736801,2026-04-20,2026-04-20,Delivered,Partially Invoiced,21,21,21,39805.0,0,,Yes,Unpaid
SO101205,DLV435460,INV793980,2026-03-19,2026-03-22,Delivered,Invoiced,27,55,55,398440.57,0,,Yes,Overdue
SO101206,DLV429058,INV724274,2026-03-05,2026-03-05,Delivered,Cancelled Invoice,74,74,74,237759.6,0,,No,
SO101207,DLV369625,INV749967,2026-04-08,2026-04-10,Delivered,Invoiced,17,13,13,41822.76,0,,Pending,Overdue
SO101208,DLV461272,INV859551,2026-02-04,2026-02-04,Delivered,Partially Invoiced,54,36,36,108786.67,0,,Yes,Overdue
SO101209,DLV403499,INV739928,2026-04-18,2026-04-19,Delivered,Invoiced,13,13,13,78084.0,0,,Yes,Unpaid
SO101210,,,,,Not Delivered,Not Invoiced,5,5,0,0.0,0,,,
SO101211,DLV482442,INV838397,2026-04-25,2026-04-26,Partially Delivered,Partially Invoiced,15,12,7,18125.99,0,,Yes,Paid
SO101212,DLV384514,INV769805,2026-04-23,2026-04-25,Partially Delivered,Invoiced,32,28,12,37307.7,0,,Yes,Overdue
SO101213,DLV354245,INV868927,2026-04-24,2026-04-27,Delivered,Invoiced,84,84,84,323648.4,0,,Yes,Paid
SO101214,DLV408744,INV765612,2026-04-25,2026-04-28,Delivered,Invoiced,9,9,9,28350.0,0,,Yes,Paid
SO101215,DLV488919,INV892072,2026-04-21,2026-04-24,Partially Delivered,Invoiced,4,4,2,8760.0,0,,Yes,Overdue
SO101216,DLV453764,INV805586,2026-02-25,2026-02-25,Delivered,Partially Invoiced,5,5,5,9850.0,0,,Yes,Paid
SO101217,DLV307259,INV847586,2026-03-12,2026-03-13,Partially Delivered,Invoiced,224,224,147,326930.62,0,,Yes,Paid
SO101218,DLV305387,INV803928,2026-04-30,2026-05-02,Delivered,Partially Invoiced,27,25,25,82410.0,0,,Pending,Unpaid
SO101219,DLV479939,INV732359,2026-01-25,2026-01-16,Delivered,Invoiced,14,14,14,34618.0,0,,Pending,Unpaid
SO101220,DLV454472,INV861796,2026-01-14,2026-01-15,Delivered,Invoiced,28,28,28,106680.0,0,,Yes,Paid
SO101221,DLV492245,INV845834,2026-04-13,2026-04-13,Delivered,Invoiced,7,9,9,30317.01,0,,Pending,Paid
SO101222,DLV353493,INV817723,2026-06-03,2026-06-05,Delivered,Invoiced,19,19,19,53799.1,0,,Yes,Partially Paid
SO101223,DLV369339,INV814399,2026-04-14,2026-04-14,Delivered,Invoiced,36,36,36,120422.4,0,,Yes,Overdue
SO101224,DLV446591,INV807102,2026-05-04,2026-05-04,Delivered,Invoiced,3,3,3,6900.0,0,,Yes,Paid
SO101225,DLV414728,INV842895,2026-02-10,2026-02-11,Delivered,Invoiced,8,8,8,13840.0,0,,Yes,Partially Paid
SO101226,DLV341010,INV803584,2026-05-03,2026-05-04,Delivered,Cancelled Invoice,46,45,45,208121.48,0,,Yes,
SO101227,DLV493071,INV828334,2026-03-26,2026-03-26,Delivered,Invoiced,16,16,16,49579.2,0,,Yes,Paid
SO101228,,,,,Not Delivered,Not Invoiced,24,24,0,0.0,0,,,
SO101229,DLV393235,INV729887,2026-03-04,2026-03-05,Partially Delivered,Partially Invoiced,58,58,42,140273.48,0,,Yes,Paid
SO101230,DLV417819,INV730041,2026-02-21,2026-02-21,Delivered,Invoiced,234,234,234,1479331.2,0,,Pending,Overdue
SO101231,DLV375226,INV888400,2026-02-14,2026-02-16,Partially Delivered,Invoiced,53,44,25,38697.36,0,,Yes,Paid
SO101232,DLV403166,INV777947,2026-05-15,2026-05-18,Delivered,Invoiced,8,8,8,57846.0,0,,Pending,Partially Paid
SO101233,,,,,Not Delivered,Not Invoiced,84,84,0,0.0,0,,,
SO101234,DLV439015,INV802866,2026-03-07,2026-03-07,Delivered,Invoiced,408,375,375,1365119.12,0,,Yes,Partially Paid
SO101235,DLV442145,INV860070,2026-03-28,2026-03-31,Delivered,Invoiced,7,7,7,30660.0,0,,Yes,Paid
SO101236,,,,,Not Delivered,Not Invoiced,14,14,0,0.0,0,,,
SO101237,DLV328662,INV784613,2026-05-26,2026-05-27,Delivered,Invoiced,49,49,49,188079.6,0,,Yes,Partially Paid
SO101238,DLV313300,INV837047,2026-01-18,2026-01-20,Delivered,Invoiced,5,5,5,13508.0,0,,Yes,Paid
SO101239,DLV384899,INV883028,2026-05-05,2026-05-08,Delivered,Invoiced,23,23,23,102610.6,0,,Yes,Overdue
SO101240,DLV449517,INV714466,2026-01-16,2026-01-17,Delivered,Invoiced,195,195,195,638104.5,0,,Yes,Partially Paid
SO101241,DLV478883,INV841254,2026-01-27,2026-01-30,Delivered,Invoiced,90,85,85,196270.29,0,,No,Paid
SO101242,DLV424638,INV877712,2026-02-23,2026-02-24,Delivered,Partially Invoiced,34,34,34,78261.5,0,,Pending,Overdue
SO101243,DLV468611,INV777335,2026-05-02,2026-05-02,Delivered,Invoiced,80,80,80,184000.0,0,,Yes,Paid
SO101244,DLV496240,INV706533,2026-01-23,2026-01-24,Delivered,Invoiced,30,30,30,60936.0,0,,Yes,Overdue
SO101245,DLV372709,INV705379,2026-03-23,2026-03-26,Delivered,Invoiced,63,63,63,136287.0,0,,Yes,Overdue
SO101246,DLV305342,INV789151,2026-02-21,2026-02-24,Delivered,Invoiced,31,30,30,61989.68,0,,Yes,Paid
SO101247,,,,,Not Delivered,Not Invoiced,19,19,0,0.0,0,,,
SO101248,,,,,Not Delivered,Not Invoiced,18,16,0,0.0,0,,,
SO101249,DLV477291,INV834602,2026-05-27,2026-05-27,Delivered,Invoiced,161,156,156,909015.59,0,,Yes,Overdue
SO101250,,,,,Not Delivered,Not Invoiced,24,24,0,0.0,0,,,
SO101251,DLV333166,INV876960,2026-02-17,2026-02-18,Delivered,Invoiced,34,34,34,194187.5,0,,Yes,Partially Paid
SO101252,DLV458488,INV838239,2026-02-13,2026-02-15,Partially Delivered,Invoiced,40,35,29,51399.6,0,,Pending,Paid
SO101253,DLV360451,INV826961,2026-04-10,2026-04-10,Delivered,Partially Invoiced,40,38,38,89072.0,0,,Yes,Paid
SO101254,DLV480188,INV860393,2026-01-16,2026-01-16,Partially Delivered,Invoiced,36,36,15,54720.0,0,,Yes,Unpaid
SO101255,DLV408045,INV713710,2026-04-02,2026-04-03,Delivered,Invoiced,27,27,27,156878.1,0,,Yes,Paid
SO101256,,,,,Not Delivered,Not Invoiced,18,18,0,0.0,0,,,
SO101257,DLV300013,,2026-03-06,,Delivered,Not Invoiced,41,41,41,0.0,0,,Yes,
SO101258,DLV401885,INV796342,2026-05-22,2026-05-22,Delivered,Invoiced,212,212,212,414694.8,21,Expired/near expiry,No,Paid
SO101259,DLV425623,INV789155,2026-01-06,2026-01-06,Delivered,Invoiced,141,141,141,302560.0,0,,Yes,Paid
SO101260,DLV305209,INV708987,2026-01-29,2026-01-31,Delivered,Invoiced,532,532,532,1857746.0,0,,Pending,Paid
SO101261,DLV499163,INV881205,2026-04-02,2026-04-03,Delivered,Invoiced,34,34,34,124608.0,0,,Yes,Partially Paid
SO101262,DLV371216,INV725641,2026-03-23,2026-03-26,Delivered,Invoiced,80,80,80,257327.2,0,,Yes,Paid
SO101263,DLV459028,INV871174,2026-04-19,2026-04-20,Delivered,Invoiced,21,26,26,105988.01,0,,Yes,Paid
SO101264,,,,,Not Delivered,Not Invoiced,55,54,0,0.0,0,,,
SO101265,DLV485099,INV852232,2026-05-03,2026-05-03,Delivered,Invoiced,105,96,96,308098.29,10,Expired/near expiry,No,Paid
SO101266,DLV320480,INV888692,2026-05-26,2026-05-26,Delivered,Invoiced,28,24,24,46334.4,0,,Yes,Paid
SO101267,DLV390884,INV789174,2026-02-05,2026-02-07,Delivered,Invoiced,21,20,20,64362.86,0,,Yes,Paid
SO101268,DLV427108,INV737259,2026-01-03,2026-01-04,Delivered,Invoiced,19,18,18,52395.92,0,,Yes,Paid
SO101269,,,,,Not Delivered,Not Invoiced,26,22,0,0.0,0,,,
SO101270,DLV306320,INV853831,2026-01-18,2026-01-18,Partially Delivered,Invoiced,19,17,10,32930.68,0,,Yes,Paid
SO101271,,,,,Not Delivered,Not Invoiced,27,27,0,0.0,0,,,
SO101272,DLV396715,INV854105,2026-04-30,2026-05-01,Delivered,Invoiced,7,7,7,19150.0,1,Wrong SKU delivered,Yes,Paid
SO101273,DLV320845,INV862256,2026-02-17,2026-02-19,Delivered,Partially Invoiced,23,23,23,63046.8,0,,Yes,Paid
SO101274,DLV317376,INV812253,2026-04-10,2026-04-10,Delivered,Invoiced,16,16,16,47728.0,0,,Yes,Overdue
SO101275,DLV465626,INV793954,2026-05-20,2026-05-21,Partially Delivered,Invoiced,38,38,27,87860.7,0,,Yes,Paid
SO101276,,,,,Not Delivered,Not Invoiced,16,16,0,0.0,0,,,
SO101277,DLV307952,INV850438,2026-05-17,2026-05-17,Delivered,Invoiced,38,35,35,100604.0,0,,Yes,Unpaid
SO101278,DLV420346,INV819859,2026-03-18,2026-03-20,Delivered,Invoiced,1,1,1,1733.6,0,,Yes,Paid
SO101279,DLV466087,INV834472,2026-02-18,2026-02-21,Delivered,Invoiced,10,10,10,26760.0,0,,Yes,Paid
SO101280,DLV498912,INV820989,2026-04-26,2026-04-27,Partially Delivered,Invoiced,4,4,3,5685.0,0,,Yes,Paid
SO101281,DLV475381,INV882549,2026-05-03,2026-05-06,Delivered,Invoiced,96,73,73,126552.8,0,,Yes,Paid
SO101282,DLV362165,INV742813,2026-05-24,2026-05-27,Delivered,Invoiced,146,123,123,511402.32,0,,Yes,Paid
SO101283,DLV354144,INV863178,2026-05-24,2026-05-24,Delivered,Invoiced,12,12,12,31390.8,0,,Yes,Paid
SO101284,DLV383910,INV703766,2026-05-20,2026-05-21,Delivered,Invoiced,17,17,17,19000.0,0,,Yes,Partially Paid
SO101285,DLV479427,INV746683,2026-05-22,2026-05-23,Partially Delivered,Invoiced,352,352,260,803623.44,0,,Pending,Partially Paid
SO101286,DLV404766,,2026-04-26,,Delivered,Not Invoiced,234,234,234,0.0,0,,Yes,
SO101287,,,,,Not Delivered,Not Invoiced,50,46,0,0.0,0,,,
SO101288,DLV482646,INV780010,2026-02-07,2026-02-07,Partially Delivered,Invoiced,20,20,12,37197.12,0,,No,Unpaid
SO101289,DLV333152,INV749803,2026-04-18,2026-04-18,Delivered,Invoiced,25,25,25,91214.0,0,,Yes,Partially Paid
SO101290,DLV304943,INV888022,2026-03-11,2026-03-12,Delivered,Invoiced,3,3,3,8977.5,0,,Yes,Unpaid
SO101291,,,,,Not Delivered,Not Invoiced,55,55,0,0.0,0,,,
SO101292,DLV344205,INV817214,2026-05-05,2026-05-06,Delivered,Invoiced,20,10,10,21735.0,0,,Yes,Unpaid
SO101293,DLV380398,INV752327,2026-02-28,2026-02-28,Delivered,Invoiced,72,72,72,247684.3,0,,Pending,Partially Paid
SO101294,DLV384838,INV773284,2026-01-31,2026-02-01,Delivered,Invoiced,35,35,35,139288.5,0,,Yes,Paid
SO101295,DLV498733,INV719851,2026-03-03,2026-03-04,Delivered,Invoiced,50,43,43,107973.0,0,,Yes,Paid
SO101296,DLV335377,INV876266,2026-01-28,2026-01-30,Delivered,Cancelled Invoice,9,9,9,35332.0,0,,Pending,
SO101297,DLV343565,,2026-03-06,,Delivered,Not Invoiced,80,80,80,0.0,0,,No,
SO101298,DLV380252,,2026-04-30,,Delivered,Not Invoiced,18,18,18,0.0,0,,Yes,
SO101299,DLV398845,INV788617,2026-03-10,2026-03-12,Delivered,Invoiced,16,16,16,47728.0,0,,Yes,Partially Paid
SO101300,DLV386222,INV865453,2026-05-21,2026-05-24,Delivered,Invoiced,22,22,22,65776.2,0,,Yes,Overdue
SO101301,DLV348899,INV798736,2026-04-16,2026-04-16,Delivered,Invoiced,9,9,9,31803.2,0,,Yes,Paid
SO101302,DLV358159,,2026-01-23,,Partially Delivered,Not Invoiced,13,13,7,0.0,0,,Yes,
SO101303,DLV431768,INV734831,2026-03-22,2026-03-25,Delivered,Cancelled Invoice,40,33,33,60126.0,0,,Yes,
SO101304,DLV424367,INV868057,2026-03-13,2026-03-14,Partially Delivered,Partially Invoiced,2,2,2,11140.0,0,,Yes,Paid
SO101305,DLV406782,INV878112,2026-03-11,2026-03-13,Delivered,Cancelled Invoice,16,16,16,55771.2,0,,Yes,
SO101306,DLV430016,INV740479,2026-05-15,2026-05-15,Partially Delivered,Invoiced,18,18,8,14716.44,0,,Yes,Paid
SO101307,DLV424065,INV797404,2026-01-20,2026-01-20,Delivered,Partially Invoiced,78,78,78,517082.5,0,,Yes,Paid
SO101308,DLV336231,INV808423,2026-04-02,2026-04-02,Delivered,Invoiced,36,36,36,65349.0,0,,Yes,Paid
SO101309,DLV478338,INV845586,2026-03-07,2026-03-10,Delivered,Invoiced,2,2,2,7680.0,0,,Yes,Paid
SO101310,DLV440226,INV886937,2026-02-19,2026-02-20,Delivered,Invoiced,5,5,5,16972.5,0,,Yes,Paid
SO101311,DLV413702,,2026-03-04,,Delivered,Not Invoiced,2,2,2,0.0,0,,Yes,
SO101312,DLV464039,INV817041,2026-04-11,2026-04-11,Partially Delivered,Invoiced,16,16,7,12989.46,0,,Yes,Paid
SO101313,DLV339778,INV875784,2026-04-06,2026-04-07,Delivered,Invoiced,113,113,113,527752.8,0,,Yes,Paid
SO101314,DLV446637,INV815077,2026-05-02,2026-05-03,Delivered,Invoiced,8,8,8,51480.0,0,,Yes,Paid
SO101315,DLV497788,INV734981,2026-01-11,2026-01-13,Delivered,Invoiced,13,8,8,28390.65,0,,Yes,Paid
SO101316,DLV407438,,2026-05-16,,Delivered,Not Invoiced,24,24,24,0.0,0,,Pending,
SO101317,DLV304647,INV821986,2026-02-27,2026-02-28,Delivered,Invoiced,23,23,23,114907.0,0,,Yes,Paid
SO101318,,,,,Not Delivered,Not Invoiced,25,25,0,0.0,0,,,
SO101319,DLV352658,INV850438,2026-02-03,2026-02-04,Delivered,Invoiced,99,99,99,480504.0,0,,Yes,Paid
SO101320,DLV346656,INV771146,2026-01-20,2026-01-22,Partially Delivered,Invoiced,13,13,7,12844.03,0,,Pending,Paid
SO101321,DLV336898,,2026-02-17,,Delivered,Not Invoiced,384,384,384,0.0,0,,Yes,
SO101322,DLV424430,INV846722,2026-03-05,2026-03-06,Partially Delivered,Invoiced,6,5,4,13966.07,0,,Yes,Overdue
SO101323,DLV479300,INV794200,2026-04-03,2026-04-04,Delivered,Invoiced,34,34,34,123063.0,0,,Yes,Paid
SO101324,DLV338639,INV892620,2026-04-05,2026-04-05,Delivered,Invoiced,2,2,2,6624.0,0,,Yes,Unpaid
SO101325,DLV412303,INV877282,2026-02-08,2026-02-08,Delivered,Invoiced,8,8,8,34812.8,0,,Yes,Paid
SO101326,DLV441749,INV743056,2026-04-26,2026-04-26,Partially Delivered,Invoiced,10,10,4,4140.0,0,,Pending,Overdue
SO101327,DLV413674,INV762632,2026-01-22,2026-01-24,Delivered,Invoiced,18,15,15,54917.33,0,,Pending,Paid
SO101328,DLV474311,INV783905,2026-04-14,2026-04-17,Delivered,Invoiced,9,10,10,42365.44,0,,Pending,Overdue
SO101329,DLV494526,INV735696,2026-04-23,2026-04-25,Delivered,Invoiced,18,18,18,60484.8,0,,No,Unpaid
SO101330,DLV356498,,2026-02-26,,Delivered,Not Invoiced,4,4,4,0.0,0,,Yes,
SO101331,DLV469975,INV853227,2026-02-15,2026-02-16,Delivered,Invoiced,47,47,47,146693.2,0,,Yes,Overdue
SO101332,DLV474694,INV890629,2026-05-18,2026-05-18,Delivered,Invoiced,46,46,46,157837.2,0,,Yes,Unpaid
SO101333,DLV318814,INV895926,2026-04-22,2026-04-22,Delivered,Invoiced,55,55,55,287830.0,0,,Yes,Unpaid
SO101334,DLV483049,INV800154,2026-05-18,2026-05-21,Delivered,Invoiced,15,15,15,28428.8,0,,Yes,Partially Paid
SO101335,DLV464797,INV827733,2026-01-10,2026-01-10,Delivered,Invoiced,92,92,92,433987.7,0,,Yes,Paid
SO101336,DLV384555,INV771269,2026-02-02,2026-02-04,Delivered,Invoiced,5,5,5,17885.0,0,,Yes,Overdue
SO101337,DLV477075,INV707056,2026-03-30,2026-03-31,Delivered,Invoiced,11,11,11,19027.0,0,,Yes,Unpaid
SO101338,DLV371396,INV716169,2026-05-26,2026-05-29,Delivered,Invoiced,2,2,2,5420.8,0,,Yes,Paid
SO101339,DLV346392,INV863590,2026-01-22,2026-01-23,Delivered,Invoiced,160,160,160,303190.8,0,,Pending,Unpaid
SO101340,DLV397936,INV832348,2026-05-12,2026-05-13,Delivered,Invoiced,24,24,24,73009.8,0,,Yes,Paid
SO101341,,,,,Not Delivered,Not Invoiced,57,57,0,0.0,0,,,
SO101342,DLV341513,INV760169,2026-05-04,2026-05-06,Delivered,Invoiced,8,7,7,13589.1,0,,Yes,Paid
SO101343,,,,,Not Delivered,Not Invoiced,10,10,0,0.0,0,,,
SO101344,DLV345308,INV708554,2026-02-09,2026-02-09,Delivered,Partially Invoiced,74,64,64,230025.77,0,,Yes,Paid
SO101345,DLV338240,INV823239,2026-05-23,2026-05-24,Delivered,Invoiced,7,7,7,38990.0,0,,Yes,Paid
SO101346,DLV387865,INV738371,2026-04-15,2026-04-17,Partially Delivered,Invoiced,136,136,58,88732.07,0,,Yes,Paid
SO101347,DLV350847,INV836748,2026-06-01,2026-06-01,Delivered,Invoiced,16,16,16,92188.8,0,,Yes,Unpaid
SO101348,,,,,Not Delivered,Not Invoiced,22,22,0,0.0,0,,,
SO101349,DLV357051,INV773228,2026-06-04,2026-06-04,Delivered,Invoiced,20,20,20,35460.0,0,,Pending,Paid
SO101350,DLV380748,INV888381,2026-04-29,2026-04-29,Delivered,Invoiced,5,3,6,11700.0,0,,Yes,Paid
SO101351,DLV345078,,2026-03-09,,Delivered,Not Invoiced,51,51,51,0.0,0,,Yes,
SO101352,DLV317179,INV823796,2026-03-27,2026-03-30,Delivered,Invoiced,24,24,24,86380.8,0,,No,Paid
SO101353,DLV484074,INV745431,2026-01-15,2026-01-15,Delivered,Cancelled Invoice,53,52,52,134742.01,0,,Yes,
SO101354,DLV437433,INV898484,2026-04-26,2026-04-27,Partially Delivered,Invoiced,45,45,23,77709.33,0,,Yes,Paid
SO101355,DLV428187,INV896991,2026-01-30,2026-02-01,Delivered,Invoiced,27,26,26,136894.33,0,,Yes,Overdue
SO101356,DLV400767,INV884991,2026-01-22,2026-01-25,Delivered,Invoiced,43,43,43,138851.7,0,,Yes,Paid
SO101357,DLV304588,INV893068,2026-04-26,2026-04-26,Delivered,Invoiced,96,88,88,320626.35,0,,Yes,Paid
SO101358,DLV474065,INV842615,2026-04-30,2026-04-30,Delivered,Invoiced,29,29,29,38658.0,0,,No,Partially Paid
SO101359,DLV399967,INV732317,2026-04-06,2026-04-06,Delivered,Invoiced,21,21,21,61784.5,0,,Yes,Unpaid
SO101360,DLV486496,INV892143,2026-02-08,2026-02-09,Delivered,Invoiced,8,8,8,8096.0,0,,Yes,Paid
SO101361,DLV486198,INV728604,2026-03-14,2026-03-15,Delivered,Invoiced,23,23,23,105762.0,0,,Yes,Paid
SO101362,DLV301290,INV796421,2026-02-05,2026-02-05,Delivered,Partially Invoiced,10,8,8,43941.6,1,Expired/near expiry,Yes,Paid
SO101363,DLV307218,INV867569,2026-02-02,2026-02-04,Delivered,Cancelled Invoice,45,45,45,130817.2,0,,Yes,
SO101364,,,,,Not Delivered,Not Invoiced,29,29,0,0.0,0,,,
SO101365,DLV399475,INV824373,2026-04-29,2026-04-30,Delivered,Invoiced,56,56,56,129800.0,0,,Yes,Partially Paid
SO101366,DLV400935,INV735807,2026-03-15,2026-03-15,Delivered,Invoiced,17,16,16,90675.95,0,,Yes,Partially Paid
SO101367,,,,,Not Delivered,Not Invoiced,10,25,0,0.0,0,,,
